opportunity_id,account_id,rep_id,region,stage,amount,created_date,close_date,forecast_category
OPP-00285,Acct-0086,R004,West,Closed Won,40602.63,2024-08-10,2024-12-30,Commit
OPP-00286,Acct-0142,R005,Central,Closed Lost,9851.42,2024-07-28,2024-11-26,Omitted
OPP-00287,Acct-0093,R006,Central,Closed Won,18122.31,2025-01-02,2025-04-10,Commit
OPP-00288,Acct-0053,R009,East,Closed Lost,20615.67,2026-01-09,2026-05-29,Omitted
OPP-00289,Acct-0040,R006,Central,Proposal,32790.03,2026-01-07,2026-05-13,Best Case
OPP-00290,Acct-0176,R004,West,Proposal,8836.6,2025-05-26,2025-11-02,Commit
OPP-00291,Acct-0036,R006,Central,Qualification,41335.11,2024-06-21,2024-10-09,Pipeline
OPP-00292,Acct-0106,R012,East,Negotiation,33850.95,2024-03-17,2024-04-18,Pipeline
OPP-00293,Acct-0117,R003,West,Closed Lost,6528.67,2024-01-10,2024-03-25,Omitted
OPP-00294,Acct-0074,R006,Central,Prospecting,23406.76,2026-01-09,2026-04-09,Commit
OPP-00295,Acct-0135,R001,West,Negotiation,46004.11,2024-07-02,2024-08-18,Pipeline
OPP-00296,Acct-0021,R003,West,Qualification,34454.07,2024-12-28,2025-03-26,Best Case
OPP-00297,Acct-0176,R006,Central,Closed Lost,24744.26,2025-12-14,2026-03-01,Omitted
OPP-00298,Acct-0164,R002,West,Closed Won,9787.9,2025-07-19,2025-12-07,Commit
OPP-00299,Acct-0059,R001,West,Closed Won,37592.68,2024-04-07,2024-09-09,Commit
OPP-00300,Acct-0176,R004,West,Closed Lost,53386.36,2024-10-04,2024-11-04,Omitted
OPP-00301,Acct-0151,R005,Central,Closed Lost,29774.09,2024-11-18,2024-12-12,Omitted
OPP-00302,Acct-0145,R003,West,Closed Won,46435.45,2024-03-19,2024-06-23,Commit
OPP-00303,Acct-0036,R004,West,Negotiation,142993.36,2025-07-07,2025-10-19,Best Case
OPP-00304,Acct-0060,R012,East,Closed Won,28216.87,2024-02-24,2024-04-09,Commit
OPP-00305,Acct-0126,R002,West,Proposal,13302.25,2024-01-31,2024-04-29,Best Case
OPP-00306,Acct-0098,R004,West,Proposal,89216.62,2025-11-27,2026-05-15,Commit
OPP-00307,Acct-0040,R002,West,Closed Won,17689.84,2024-03-16,2024-04-26,Commit
OPP-00308,Acct-0024,R007,Central,Closed Won,59521.9,2024-11-20,2025-03-12,Commit
OPP-00309,Acct-0048,R001,West,Closed Lost,18816.08,2024-04-14,2024-06-06,Omitted
OPP-00310,Acct-0142,R007,Central,Proposal,31032.06,2024-01-27,2024-03-09,Best Case
OPP-00311,Acct-0144,R002,West,Negotiation,7446.85,2026-03-08,2026-04-18,Commit
OPP-00312,Acct-0069,R004,West,Negotiation,11804.02,2024-05-22,2024-08-18,Best Case
OPP-00313,Acct-0093,R008,Central,Qualification,13231.25,2024-11-02,2025-03-25,Pipeline
OPP-00314,Acct-0028,R005,Central,Closed Lost,52915.29,2025-09-23,2025-12-02,Omitted
OPP-00315,Acct-0113,R003,West,Proposal,75941.68,2025-09-27,2026-01-22,Best Case
OPP-00316,Acct-0083,R006,Central,Proposal,112585.72,2025-08-31,2025-10-24,Best Case
OPP-00317,Acct-0178,R010,East,Closed Lost,13718.89,2025-02-11,2025-05-23,Omitted
OPP-00318,Acct-0094,R011,East,Negotiation,31402.59,2025-01-20,2025-04-21,Best Case
OPP-00319,Acct-0054,R002,West,Closed Lost,3207.98,2024-01-28,2024-06-14,Omitted
OPP-00320,Acct-0169,R008,Central,Closed Won,36689.8,2024-11-06,2025-01-26,Commit
OPP-00321,Acct-0103,R003,West,Closed Won,43563.58,2025-09-04,2026-01-24,Commit
OPP-00322,Acct-0164,R009,East,Negotiation,37123.16,2025-01-03,2025-06-09,Commit
OPP-00323,Acct-0145,R002,West,Prospecting,8439.56,2024-06-19,2024-12-12,Pipeline
OPP-00324,Acct-0003,R011,East,Closed Won,14376.13,2026-03-26,2026-08-03,Commit
OPP-00325,Acct-0115,R002,West,Qualification,27840.74,2025-08-17,2026-01-31,Pipeline
OPP-00326,Acct-0007,R006,Central,Proposal,74762.32,2025-05-27,2025-07-24,Best Case
OPP-00327,Acct-0124,R008,Central,Prospecting,12040.05,2025-04-11,2025-06-22,Commit
OPP-00328,Acct-0012,R006,Central,Proposal,19636.84,2024-11-22,2024-12-29,Best Case
OPP-00329,Acct-0063,R012,East,Prospecting,124427.04,2025-11-24,2026-01-25,Commit
OPP-00330,Acct-0162,R009,East,Qualification,8166.65,2025-04-18,2025-07-06,Best Case
OPP-00331,Acct-0116,R003,West,Qualification,40208.77,2026-01-25,2026-07-21,Pipeline
OPP-00332,Acct-0027,R010,East,Proposal,8473.98,2026-03-26,2026-05-01,Commit
OPP-00333,Acct-0164,R009,East,Qualification,16394.49,2024-09-25,2025-02-17,Commit
OPP-00334,Acct-0159,R006,Central,Negotiation,40787.23,2024-12-22,2025-04-11,Best Case
OPP-00335,Acct-0173,R003,West,Closed Won,42306.32,2025-09-21,2026-03-11,Commit
OPP-00336,Acct-0100,R003,West,Proposal,17032.97,2025-01-17,2025-03-14,Commit
OPP-00337,Acct-0166,R007,Central,Negotiation,32865.69,2025-05-13,2025-10-17,Commit
OPP-00338,Acct-0014,R003,West,Negotiation,26407.35,2024-11-18,2025-04-02,Commit
OPP-00339,Acct-0168,R006,Central,Closed Lost,26120.49,2025-01-28,2025-07-10,Omitted
OPP-00340,Acct-0022,R008,Central,Proposal,25743.22,2025-03-30,2025-08-22,Pipeline
OPP-00341,Acct-0074,R010,East,Prospecting,47542.2,2024-10-08,2024-12-24,Commit
OPP-00342,Acct-0029,R003,West,Closed Won,42009.18,2025-05-22,2025-10-29,Commit
OPP-00343,Acct-0056,R010,East,Prospecting,8443.73,2024-02-12,2024-06-23,Commit
OPP-00344,Acct-0068,R007,Central,Prospecting,208879.78,2024-10-31,2024-11-28,Best Case
OPP-00345,Acct-0157,R006,Central,Closed Lost,4879.63,2025-12-06,2026-03-25,Omitted
OPP-00346,Acct-0090,R011,East,Proposal,61915.76,2024-07-30,2024-09-03,Commit
OPP-00347,Acct-0147,R009,East,Qualification,29392.7,2025-12-21,2026-03-25,Best Case
OPP-00348,Acct-0016,R005,Central,Closed Lost,33621.13,2024-04-07,2024-05-31,Omitted
OPP-00349,Acct-0037,R005,Central,Closed Lost,7050.31,2024-09-10,2025-01-08,Omitted
OPP-00350,Acct-0132,R010,East,Closed Won,36894.98,2024-03-18,2024-04-30,Commit
OPP-00351,Acct-0001,R012,East,Qualification,78258.93,2025-05-14,2025-08-25,Commit
OPP-00352,Acct-0056,R012,East,Prospecting,205287.69,2026-03-25,2026-08-28,Best Case
OPP-00353,Acct-0148,R007,Central,Closed Won,26580.93,2024-10-17,2025-01-31,Commit
OPP-00354,Acct-0026,R003,West,Negotiation,25990.98,2025-11-29,2025-12-31,Pipeline
OPP-00355,Acct-0001,R011,East,Closed Won,25052.84,2024-06-10,2024-10-20,Commit
OPP-00356,Acct-0071,R007,Central,Qualification,37625.17,2025-10-27,2026-02-01,Pipeline
OPP-00357,Acct-0102,R002,West,Closed Won,14566.36,2025-10-26,2025-12-27,Commit
OPP-00358,Acct-0025,R011,East,Proposal,40218.25,2025-11-02,2025-12-15,Commit
OPP-00359,Acct-0003,R001,West,Qualification,5411.12,2025-06-15,2025-10-26,Pipeline
OPP-00360,Acct-0027,R012,East,Proposal,47742.48,2024-08-22,2024-12-18,Pipeline
OPP-00361,Acct-0174,R002,West,Proposal,53195.09,2026-03-03,2026-04-26,Commit
OPP-00362,Acct-0055,R003,West,Prospecting,34570.97,2024-06-17,2024-10-27,Best Case
OPP-00363,Acct-0026,R011,East,Closed Won,145601.86,2025-03-29,2025-06-12,Commit
OPP-00364,Acct-0064,R003,West,Closed Won,33675.45,2025-03-15,2025-06-23,Commit
OPP-00365,Acct-0177,R005,Central,Closed Won,10152.82,2026-01-08,2026-07-02,Commit
OPP-00366,Acct-0049,R001,West,Closed Lost,38185.7,2025-06-14,2025-12-06,Omitted
OPP-00367,Acct-0099,R012,East,Proposal,76409.89,2026-03-23,2026-06-12,Best Case
OPP-00368,Acct-0034,R002,West,Qualification,33843.17,2024-01-13,2024-05-04,Best Case
OPP-00369,Acct-0019,R007,Central,Closed Lost,31773.0,2025-11-30,2026-02-02,Omitted
OPP-00370,Acct-0109,R001,West,Negotiation,21573.64,2025-12-30,2026-05-27,Best Case
OPP-00371,Acct-0080,R012,East,Proposal,43015.54,2024-06-05,2024-09-04,Pipeline
OPP-00372,Acct-0179,R002,West,Negotiation,29502.14,2025-10-11,2025-11-16,Best Case
OPP-00373,Acct-0015,R007,Central,Closed Won,8693.03,2025-04-09,2025-10-02,Commit
OPP-00374,Acct-0003,R005,Central,Closed Won,36171.41,2024-01-13,2024-03-08,Commit
OPP-00375,Acct-0096,R003,West,Negotiation,16477.42,2026-01-08,2026-04-04,Pipeline
OPP-00376,Acct-0148,R003,West,Closed Won,17216.42,2025-06-20,2025-07-26,Commit
OPP-00377,Acct-0095,R011,East,Prospecting,24146.52,2025-05-26,2025-11-07,Pipeline
OPP-00378,Acct-0131,R003,West,Qualification,6381.02,2026-01-10,2026-02-28,Pipeline
OPP-00379,Acct-0039,R001,West,Prospecting,56486.0,2025-04-28,2025-08-19,Best Case
OPP-00380,Acct-0083,R003,West,Closed Lost,92448.78,2026-01-01,2026-05-08,Omitted
OPP-00381,Acct-0031,R004,West,Proposal,42904.02,2024-03-20,2024-09-02,Best Case
OPP-00382,Acct-0018,R009,East,Closed Won,11057.94,2025-06-12,2025-07-13,Commit
OPP-00383,Acct-0003,R008,Central,Closed Lost,49646.19,2024-03-29,2024-09-06,Omitted
OPP-00384,Acct-0095,R006,Central,Qualification,30993.34,2025-09-29,2025-12-20,Best Case
OPP-00385,Acct-0002,R010,East,Closed Lost,59369.88,2026-03-26,2026-06-16,Omitted
OPP-00386,Acct-0001,R007,Central,Prospecting,32086.6,2025-12-11,2026-01-02,Best Case
OPP-00387,Acct-0108,R011,East,Proposal,45744.61,2024-07-29,2024-12-31,Pipeline
OPP-00388,Acct-0180,R008,Central,Closed Lost,18853.37,2024-08-25,2025-01-25,Omitted
OPP-00389,Acct-0101,R006,Central,Proposal,67036.05,2025-06-01,2025-07-25,Commit
OPP-00390,Acct-0084,R002,West,Negotiation,12028.49,2024-11-18,2025-03-18,Commit
OPP-00391,Acct-0054,R006,Central,Proposal,24016.22,2024-05-03,2024-10-07,Best Case
OPP-00392,Acct-0179,R008,Central,Proposal,17814.05,2024-06-10,2024-09-15,Commit
OPP-00393,Acct-0102,R010,East,Prospecting,58196.34,2024-04-03,2024-06-25,Best Case
OPP-00394,Acct-0116,R009,East,Prospecting,4787.05,2024-06-27,2024-07-24,Best Case
OPP-00395,Acct-0004,R009,East,Closed Won,13122.18,2026-03-23,2026-05-17,Commit
OPP-00396,Acct-0151,R001,West,Closed Won,59639.54,2025-10-07,2025-11-17,Commit
OPP-00397,Acct-0032,R005,Central,Closed Lost,7199.62,2024-05-11,2024-06-23,Omitted
OPP-00398,Acct-0175,R001,West,Closed Lost,18499.23,2025-05-23,2025-06-19,Omitted
OPP-00399,Acct-0009,R007,Central,Qualification,15648.25,2024-10-13,2025-02-24,Pipeline
OPP-00400,Acct-0016,R010,East,Negotiation,15416.24,2025-02-25,2025-08-04,Best Case
OPP-00401,Acct-0162,R002,West,Qualification,13364.42,2026-03-27,2026-08-28,Pipeline
OPP-00402,Acct-0129,R009,East,Closed Won,16687.65,2025-05-11,2025-08-27,Commit
OPP-00403,Acct-0015,R006,Central,Proposal,13019.5,2024-08-12,2024-09-08,Best Case
OPP-00404,Acct-0148,R008,Central,Negotiation,37429.06,2026-03-21,2026-04-24,Pipeline
OPP-00405,Acct-0008,R007,Central,Proposal,7885.01,2026-01-25,2026-05-16,Commit
OPP-00406,Acct-0139,R012,East,Closed Won,131068.84,2025-07-30,2025-10-06,Commit
OPP-00407,Acct-0158,R005,Central,Qualification,31576.12,2025-05-04,2025-05-24,Best Case
OPP-00408,Acct-0038,R004,West,Closed Won,19952.14,2024-11-27,2025-01-01,Commit
OPP-00409,Acct-0170,R010,East,Closed Won,28679.1,2024-03-15,2024-07-08,Commit
OPP-00410,Acct-0125,R007,Central,Negotiation,18536.14,2024-06-10,2024-10-19,Commit
OPP-00411,Acct-0171,R011,East,Proposal,55842.68,2025-09-20,2026-01-09,Pipeline
OPP-00412,Acct-0001,R010,East,Closed Won,13281.19,2024-10-28,2024-12-19,Commit
OPP-00413,Acct-0145,R012,East,Closed Lost,199197.35,2025-09-18,2025-12-03,Omitted
OPP-00414,Acct-0054,R002,West,Closed Lost,178942.35,2025-04-02,2025-04-24,Omitted
OPP-00415,Acct-0099,R004,West,Closed Won,9100.45,2026-01-07,2026-01-27,Commit
OPP-00416,Acct-0123,R008,Central,Closed Won,26444.62,2025-07-13,2025-11-06,Commit
OPP-00417,Acct-0006,R010,East,Closed Won,37991.0,2024-03-16,2024-04-13,Commit
OPP-00418,Acct-0020,R006,Central,Qualification,10644.2,2025-01-19,2025-03-21,Commit
OPP-00419,Acct-0008,R009,East,Closed Lost,82030.59,2025-09-20,2026-02-10,Omitted
OPP-00420,Acct-0139,R007,Central,Closed Lost,15348.12,2025-12-14,2026-05-24,Omitted
OPP-00421,Acct-0126,R005,Central,Closed Won,19034.44,2025-02-06,2025-07-22,Commit
OPP-00422,Acct-0007,R003,West,Prospecting,102119.1,2025-05-06,2025-07-16,Pipeline
OPP-00423,Acct-0121,R004,West,Qualification,18955.97,2024-04-28,2024-08-04,Best Case
OPP-00424,Acct-0098,R008,Central,Closed Lost,9768.26,2025-01-31,2025-04-08,Omitted
OPP-00425,Acct-0145,R006,Central,Qualification,7669.8,2024-09-26,2024-12-12,Best Case
OPP-00426,Acct-0106,R001,West,Qualification,37639.94,2025-11-15,2026-03-03,Commit
OPP-00427,Acct-0176,R010,East,Qualification,8902.17,2025-06-19,2025-10-24,Commit
OPP-00428,Acct-0147,R008,Central,Negotiation,15030.94,2025-02-08,2025-03-08,Commit
OPP-00429,Acct-0043,R009,East,Closed Won,55373.67,2024-05-03,2024-09-14,Commit
OPP-00430,Acct-0161,R004,West,Closed Won,9887.96,2025-11-30,2026-04-10,Commit
OPP-00431,Acct-0118,R003,West,Closed Won,20197.42,2024-11-29,2025-02-27,Commit
OPP-00432,Acct-0039,R001,West,Closed Won,40052.81,2025-03-05,2025-04-22,Commit
OPP-00433,Acct-0068,R003,West,Negotiation,201687.5,2025-07-02,2025-10-18,Best Case
OPP-00434,Acct-0037,R007,Central,Closed Won,33224.02,2024-06-25,2024-09-23,Commit
OPP-00435,Acct-0122,R010,East,Negotiation,36719.83,2024-12-05,2025-02-23,Pipeline
OPP-00436,Acct-0035,R005,Central,Closed Lost,17631.91,2025-05-18,2025-07-02,Omitted
OPP-00437,Acct-0166,R005,Central,Closed Lost,16247.73,2024-10-02,2025-02-05,Omitted
OPP-00438,Acct-0041,R002,West,Qualification,126347.01,2025-01-17,2025-02-20,Commit
OPP-00439,Acct-0045,R002,West,Proposal,27231.73,2025-06-20,2025-12-02,Pipeline
OPP-00440,Acct-0102,R004,West,Closed Lost,20554.35,2025-01-12,2025-05-30,Omitted
OPP-00441,Acct-0046,R011,East,Closed Lost,38909.94,2025-05-15,2025-11-03,Omitted
OPP-00442,Acct-0008,R008,Central,Negotiation,20387.74,2024-09-21,2024-11-03,Best Case
OPP-00443,Acct-0167,R007,Central,Prospecting,15268.17,2024-08-18,2024-10-29,Best Case
OPP-00444,Acct-0003,R007,Central,Negotiation,45931.77,2024-05-15,2024-07-18,Commit
OPP-00445,Acct-0097,R004,West,Qualification,53008.65,2025-12-27,2026-03-27,Best Case
OPP-00446,Acct-0150,R006,Central,Proposal,14422.56,2025-06-17,2025-12-13,Best Case
OPP-00447,Acct-0077,R002,West,Prospecting,88862.66,2025-08-31,2026-02-22,Best Case
OPP-00448,Acct-0039,R011,East,Prospecting,128956.68,2024-09-24,2024-12-29,Pipeline
OPP-00449,Acct-0036,R009,East,Closed Won,86439.7,2025-11-07,2026-02-16,Commit
OPP-00450,Acct-0010,R012,East,Prospecting,26748.71,2025-03-04,2025-07-05,Best Case
OPP-00451,Acct-0137,R010,East,Closed Won,30862.86,2026-01-13,2026-03-30,Commit
OPP-00452,Acct-0076,R011,East,Closed Won,28942.37,2025-11-04,2026-04-15,Commit
OPP-00453,Acct-0086,R002,West,Proposal,104145.77,2025-07-26,2025-09-30,Commit
OPP-00454,Acct-0096,R011,East,Prospecting,11231.48,2024-11-10,2025-03-17,Best Case
OPP-00455,Acct-0159,R005,Central,Negotiation,25249.9,2024-02-24,2024-08-11,Commit
OPP-00456,Acct-0077,R002,West,Proposal,15743.52,2025-11-28,2026-03-25,Commit
OPP-00457,Acct-0146,R007,Central,Prospecting,50717.75,2024-07-24,2024-11-08,Best Case
OPP-00458,Acct-0162,R008,Central,Qualification,53244.36,2024-03-23,2024-08-14,Best Case
OPP-00459,Acct-0041,R003,West,Proposal,7743.39,2024-08-02,2024-10-04,Commit
OPP-00460,Acct-0110,R008,Central,Closed Won,44184.68,2025-03-20,2025-07-27,Commit
OPP-00461,Acct-0005,R008,Central,Proposal,22054.55,2024-11-25,2025-04-29,Pipeline
OPP-00462,Acct-0027,R011,East,Prospecting,42879.61,2024-12-18,2025-03-27,Pipeline
OPP-00463,Acct-0117,R007,Central,Negotiation,19530.6,2024-02-16,2024-05-22,Best Case
OPP-00464,Acct-0126,R012,East,Negotiation,28731.55,2025-12-04,2026-01-27,Best Case
OPP-00465,Acct-0164,R006,Central,Closed Won,27123.59,2025-12-29,2026-01-27,Commit
OPP-00466,Acct-0006,R005,Central,Closed Won,42966.71,2024-02-19,2024-04-06,Commit
OPP-00467,Acct-0180,R001,West,Closed Won,21865.44,2025-07-14,2025-10-06,Commit
OPP-00468,Acct-0156,R003,West,Qualification,23484.71,2025-06-16,2025-09-13,Commit
OPP-00469,Acct-0073,R012,East,Prospecting,47589.06,2026-01-06,2026-07-03,Pipeline
OPP-00470,Acct-0052,R002,West,Closed Won,26664.06,2026-03-07,2026-06-02,Commit
OPP-00471,Acct-0124,R006,Central,Closed Won,19361.96,2025-05-23,2025-08-04,Commit
OPP-00472,Acct-0131,R006,Central,Qualification,6552.21,2025-05-20,2025-07-17,Pipeline
OPP-00473,Acct-0068,R002,West,Closed Won,11762.88,2024-08-24,2025-01-07,Commit
OPP-00474,Acct-0030,R008,Central,Prospecting,62948.44,2025-11-24,2026-03-04,Best Case
OPP-00475,Acct-0160,R002,West,Closed Lost,5527.52,2024-12-02,2025-03-23,Omitted
OPP-00476,Acct-0177,R005,Central,Closed Lost,11883.09,2025-04-12,2025-07-10,Omitted
OPP-00477,Acct-0016,R008,Central,Closed Won,83415.6,2024-04-25,2024-06-17,Commit
OPP-00478,Acct-0157,R003,West,Prospecting,91795.69,2025-08-05,2025-12-15,Pipeline
OPP-00479,Acct-0125,R007,Central,Closed Won,94006.86,2026-01-14,2026-03-08,Commit
OPP-00480,Acct-0174,R002,West,Closed Lost,24397.39,2025-11-01,2026-02-09,Omitted
OPP-00481,Acct-0134,R009,East,Closed Won,35315.0,2025-11-16,2026-03-02,Commit
OPP-00482,Acct-0170,R012,East,Closed Won,4241.38,2024-09-11,2025-02-01,Commit
OPP-00483,Acct-0121,R011,East,Closed Won,128517.76,2024-01-12,2024-03-12,Commit
OPP-00484,Acct-0013,R008,Central,Closed Lost,7396.59,2024-09-03,2024-12-16,Omitted
OPP-00485,Acct-0114,R009,East,Qualification,38980.72,2024-08-28,2024-10-07,Best Case
OPP-00486,Acct-0168,R010,East,Proposal,72818.05,2024-05-01,2024-09-25,Commit
OPP-00487,Acct-0159,R001,West,Prospecting,19818.79,2024-01-01,2024-02-13,Commit
OPP-00488,Acct-0094,R011,East,Proposal,27343.4,2025-11-18,2026-04-03,Best Case
OPP-00489,Acct-0122,R001,West,Closed Won,59623.32,2026-02-24,2026-08-21,Commit
OPP-00490,Acct-0088,R012,East,Closed Won,39193.59,2026-02-16,2026-05-03,Commit
OPP-00491,Acct-0028,R006,Central,Closed Won,74072.0,2025-06-18,2025-10-11,Commit
OPP-00492,Acct-0066,R001,West,Closed Lost,25193.19,2026-01-30,2026-06-03,Omitted
OPP-00493,Acct-0163,R010,East,Qualification,13074.42,2026-02-14,2026-06-20,Pipeline
OPP-00494,Acct-0035,R011,East,Negotiation,57796.0,2025-11-05,2026-04-24,Commit
OPP-00495,Acct-0131,R008,Central,Prospecting,60859.05,2025-03-19,2025-09-04,Best Case
OPP-00496,Acct-0099,R003,West,Closed Won,4504.02,2025-09-12,2025-12-23,Commit
OPP-00497,Acct-0155,R007,Central,Closed Lost,101482.97,2024-05-16,2024-07-10,Omitted
OPP-00498,Acct-0142,R012,East,Closed Lost,30362.56,2025-07-14,2025-10-22,Omitted
OPP-00499,Acct-0034,R011,East,Qualification,5601.39,2025-12-04,2026-03-22,Commit
OPP-00500,Acct-0030,R012,East,Closed Won,112015.93,2025-12-11,2026-03-23,Commit
OPP-00501,Acct-0137,R006,Central,Negotiation,250253.0,2025-12-28,2026-05-03,Commit
OPP-00502,Acct-0038,R005,Central,Closed Lost,23827.99,2024-04-19,2024-05-15,Omitted
OPP-00503,Acct-0065,R001,West,Closed Won,4210.15,2024-06-13,2024-09-14,Commit
OPP-00504,Acct-0092,R003,West,Closed Won,40843.08,2026-02-10,2026-07-18,Commit
OPP-00505,Acct-0171,R008,Central,Prospecting,30457.31,2026-03-14,2026-06-15,Commit
OPP-00506,Acct-0065,R001,West,Closed Lost,78341.55,2025-07-19,2025-08-21,Omitted
OPP-00507,Acct-0155,R004,West,Closed Won,65948.31,2026-02-12,2026-08-01,Commit
OPP-00508,Acct-0045,R004,West,Closed Won,74282.2,2024-06-30,2024-08-08,Commit
OPP-00509,Acct-0042,R012,East,Negotiation,19307.17,2025-07-23,2025-10-18,Pipeline
OPP-00510,Acct-0170,R010,East,Closed Lost,138922.92,2026-03-03,2026-08-30,Omitted
OPP-00511,Acct-0057,R005,Central,Negotiation,32042.15,2026-03-13,2026-06-22,Commit
OPP-00512,Acct-0024,R003,West,Negotiation,45513.64,2025-07-10,2025-12-14,Best Case
OPP-00513,Acct-0159,R006,Central,Qualification,13871.32,2025-01-04,2025-04-09,Pipeline
OPP-00514,Acct-0172,R009,East,Proposal,39421.15,2025-10-26,2025-11-17,Pipeline
OPP-00515,Acct-0175,R006,Central,Proposal,135497.4,2025-09-28,2025-12-19,Pipeline
OPP-00516,Acct-0073,R006,Central,Proposal,45062.95,2024-09-19,2025-02-24,Commit
OPP-00517,Acct-0012,R001,West,Closed Lost,59615.56,2025-06-04,2025-10-16,Omitted
OPP-00518,Acct-0137,R005,Central,Closed Lost,10130.98,2024-04-08,2024-06-09,Omitted
OPP-00519,Acct-0053,R001,West,Closed Won,8060.25,2024-08-06,2024-12-12,Commit
OPP-00520,Acct-0118,R009,East,Closed Won,15589.18,2024-03-14,2024-05-12,Commit
OPP-00521,Acct-0105,R012,East,Proposal,75202.07,2025-08-11,2025-10-28,Best Case
OPP-00522,Acct-0002,R007,Central,Proposal,21680.87,2025-02-02,2025-03-24,Commit
OPP-00523,Acct-0023,R011,East,Closed Won,17293.36,2024-10-23,2025-01-28,Commit
OPP-00524,Acct-0041,R005,Central,Closed Won,22946.44,2025-11-07,2025-12-04,Commit
OPP-00525,Acct-0037,R009,East,Qualification,175367.32,2025-07-12,2025-10-15,Commit
OPP-00526,Acct-0037,R005,Central,Closed Won,47326.46,2024-01-12,2024-06-21,Commit
OPP-00527,Acct-0054,R002,West,Prospecting,32380.07,2025-07-14,2025-08-24,Best Case
OPP-00528,Acct-0042,R012,East,Closed Won,41879.2,2025-10-23,2026-03-23,Commit
OPP-00529,Acct-0141,R003,West,Qualification,51098.18,2024-07-04,2024-12-16,Pipeline
OPP-00530,Acct-0092,R008,Central,Closed Won,16653.62,2025-08-17,2026-01-08,Commit
OPP-00531,Acct-0125,R003,West,Closed Won,15163.38,2024-03-12,2024-05-20,Commit
OPP-00532,Acct-0094,R008,Central,Proposal,60052.24,2024-06-05,2024-11-16,Commit
OPP-00533,Acct-0165,R006,Central,Closed Lost,12772.66,2026-03-15,2026-05-30,Omitted
OPP-00534,Acct-0115,R007,Central,Qualification,13669.46,2024-12-05,2025-04-26,Best Case
OPP-00535,Acct-0072,R006,Central,Closed Won,26302.72,2025-10-23,2026-04-16,Commit
OPP-00536,Acct-0020,R003,West,Closed Lost,4633.07,2025-10-03,2025-11-11,Omitted
OPP-00537,Acct-0055,R001,West,Closed Lost,79595.0,2025-08-15,2025-12-16,Omitted
OPP-00538,Acct-0151,R001,West,Negotiation,22212.41,2025-01-09,2025-05-09,Pipeline
OPP-00539,Acct-0129,R012,East,Closed Lost,8663.71,2024-04-02,2024-08-01,Omitted
OPP-00540,Acct-0041,R001,West,Closed Won,33225.53,2025-06-10,2025-08-04,Commit
OPP-00541,Acct-0011,R003,West,Negotiation,59579.27,2024-05-29,2024-10-19,Best Case
OPP-00542,Acct-0053,R004,West,Closed Won,15321.22,2024-08-27,2024-09-26,Commit
OPP-00543,Acct-0167,R009,East,Closed Lost,17962.67,2025-04-10,2025-05-11,Omitted
OPP-00544,Acct-0045,R006,Central,Prospecting,6939.46,2025-08-15,2026-01-21,Commit
OPP-00545,Acct-0097,R007,Central,Closed Won,14765.62,2024-03-20,2024-08-19,Commit
OPP-00546,Acct-0002,R004,West,Negotiation,4832.07,2025-05-13,2025-10-03,Commit
OPP-00547,Acct-0039,R009,East,Closed Lost,23848.79,2025-06-10,2025-09-09,Omitted
OPP-00548,Acct-0085,R003,West,Qualification,63610.64,2025-11-07,2026-01-24,Best Case
OPP-00549,Acct-0106,R012,East,Prospecting,45220.72,2025-08-27,2025-10-27,Commit
OPP-00550,Acct-0147,R001,West,Qualification,6572.32,2024-05-17,2024-10-15,Pipeline
OPP-00551,Acct-0164,R003,West,Prospecting,17065.38,2025-02-19,2025-08-11,Commit
